"Comment","Class"
"I would like to apply for Schengen Visa my travel date is 5th sep 2024","false"
"Can you help me with US visa application / business","false"
"Driving","false"
"I am looking for Italy Business Visa and travel date is 31st Aug 2024","false"
"I really need this visa to improve my circumstances","false"
"I wanna Go to o Canada to see Niagara falls should be there by 27/sept 2024, , can this be achieved?","false"
"I need to apply for shengen visa","false"
"..","false"
"HI DEAR DYLAN, THANKS FOR YOUR EMAIL PROMISE ME TO SEND ME THE NEWCOPMANY STOCKS OF $15 PRICE COST, SO DIRECT TLY I BELIVE YOU AND JOINED PAID $99, BUT STILL NOT RECEIVED YOUR REPORT,PLEASE SEND IT \n WAITING YOUR REPORT ","false"
"I want to travle to Germany","false"
"Need buissness visa","false"
"I need visit visa for 10 days denimark li","false"
"call me","false"
"Tourist visa required to US","false"
"Hello, can u assist me on getting a visa for France quicker and also are you able to provide 5 years visa? I had it in the past but last two Schengen visa they provided for few months. I’m Turkish btw and resident in Dubai for 18 years","false"
"NEED SPAIN APPOINTMENT","false"
"Need legal consultation.","false"
"Требуется срочная виза в Австрию. \nИнтересует цена и сроки. Из Абу-Даби","false"
"У меня есть контракт: по которому я предоставляю услуги компании по программированию уже около 3 лет. Последние пол года получаю выплаты в криптовалюте на Kraken. Достаточно ли будет выписки с кракена и договора для получения визы цифрового кочевника? В долларах мой доход 5500","false"
"Urgent appointment for france","false"
"hi","false"
"Tourist visa","false"
"Tried to reach you. \nOffering Schengen appointment B2B if you wish . as of now I have 1 on 19 June and 4 on 20 June. \nReach me out if you would like \n\nMohamed \nRegards ","false"
"W/a +79162994998 \nTelegramm - @lagarba1337","false"
"pls call ...i want to travel in august","false"
"I\\'m forklift operator. May have UAE international licence","false"
"Maryam","false"
"Good job","false"
"I need to obtain visa from France embassy as I need to visit one factory there","false"
"I need polish student visa, I have my admission already.","false"
"Tourism visa","false"
"Мне нужно чит на алмаза фри фаер","false"
"I need Schengen visa for travel purposes","false"
"May I have some more information please","false"
"Need support to get a tourist visa to Greece","false"
"I have been trying to apply for a visa to Spain for quite sometime but no luck in getting appointments. Is this something you can help with?","false"
"Dear sir /madam\nHi sir good evening sir. This is Abu Hannan.I from Bangladeshi. I want too apply work permit visa sir. I have also worke experience 15 yrs in U A E sir. I\\'m working in Technip France Abu Dhabi office sir.Thank you so much sir.\nRegards\nAbu hannan\nMob 01949465727","false"
"Hello, I would like to get schengen appointment after two months from now ( Spain or Italy )","false"
"Visa inquiries","false"
"hello Sir, Madam good evening my name sangeen khan i am light vehicle Driver In Transcrop international logistic ","false"
"Please any one contact me to assist how to apply thanks","false"
"I need help with USA visa (B1, business trip)","false"
"I want to apply for a quick Schengen for my kids who are ten years old. They have already had two Schengen visas before \n","false"
"Can we get a visa by 8th July","false"
"Visit visa","false"
"I need a Work As a chef","false"
"I want visa to go to USA","false"
"Carpenter","false"
"I need your help with something. I want to apply for a tourist visa to Canada, for both me and my wife. Can you guide me through the process?","false"
"Want to travel to UK with my son and daughter with standard application time.","false"
"i need a jobs my good colification","false"
"i am seeking guidiance on how to migrate to finland with my family","false"
"Visit &amp; tourism visa","false"
"For visiting purposes.","false"
"Work parmit","false"
"Only communicate via my email account siyamakbaghaei@gmail.com","false"
"Hello dear, please call me after 7pm","false"
"Electrician","false"
"Test form","false"
"need nethelands visit visa for 3 peoples during august for the period of 1 month","false"
"1","false"
"test","false"
"Check my visa please","false"
"hello , I want for my family, is it possible","false"
"I am traveling to Italy on 13th Kune","false"
"need a appointment","false"
"I want to travel to Spain in Sept","false"
"ice","false"
"Need visa for spain and travelling date is 22Aug to 1st sept ..I am travelling aone ..","false"
"I want to move in Schengen counters form uae ","false"
"call me","false"
"Enquire about Russia Visa. i want to visit Moscow in the Month of June ","false"
"Shengen","false"
"I need appointment ASAP and my travel dates from 25th July to till4th august to France. i have all the documents ready for france and Greece","false"
"CALL ME 0503113809  3;00PM","false"
"I love to travel Luxembourg on tourist Visa I\\'m working in Dubai","false"
"Schengen Visa Appointment ","false"
"Info about usa visitors visa...","false"
"Need job","false"
"নগদ","false"
"Want g to travel to Romania for a weekend , on the 7th of April","false"
"No comment","false"
"I am planning a trip to Italy between the 7th and 14th of April and need a Schengen visa urgently. Is it possible to guarantee that through your service?","true"
"I would like that my request accpet i am yang telent boy i need visa required now working uae","false"
"Japan visa visit","false"
"I apply for a visa","false"
"M","false"
"I want a free bank account for my Twitter Ads Revenue transfer.","false"
"Application for visit visa to USA","false"
"need to apply for Schengen Visa\nneed assistance","false"
"I am interesting in Schengen visa for Syrian citizen. I have an Emirates ID. UAE visa. Working in here","false"
"I am a stranger, I have no one, my father, my mother has been martyred, Afghanistan, I have no one now, I am alone, Iran, I am hungry.","false"
"Need skilled worker visa as my salary is above than 18000 iam veterinary doctor by profession","false"
"I am tile mason in Dubai I have to much experience in Dubai and Pakistan","false"
"big bits restaurant","false"
"I want to relocate to Luxembourg, how to do it","false"
"Hai sir my name is arif iam from India and now iam working in dubai more than 9th.years as a delivery driver job if you dont mind iam looking a job can i help me thanks","false"
"Hi. I want a russian tourist visa as i am going on april 9. Can you help expedite this?","false"
" Hi sir good morning I\\'m dipak tiwari I\\'m from in nepal I\\'m 26 years old I\\'m steel in dubai now and I\\'m working in dubai as a hotel waiter 2 year so I\\'m intreatrded in germany if you have a job vacancy tall me sir","false"
"Require schengen visa","false"
"Oy for tourest visa","false"
"I’m looking to get a tourist visa for my planned travel to Croatia and Italy this June.","false"
"Visa for Italy","false"
"Hello sir, I am from India, I have come on tourist visa, I want to get converted for work, sir, wh ere should I come sir?","false"
"I want to visit russia for 5days on month of june","false"
"I need job","false"
"Hello good morning I am. I would like to ask about the Schengen Visa appointment assistant.","false"
"I m interested to go uk","false"
"I good the cleaning ","false"
"Need to get schenegen visa for couple.","false"
"I need work permit","false"
"Consultation for Italy Visit Visa","false"
"To open new account","false"
"Need Schengen Visa for 4 people","false"
"I am really interested for this job","false"
"Hi sir my name is shishan kumar my experience 13 years in uae but I want to go to Romania can you apply my visa romania","false"
"Poland and Netherland","false"
"I would like to apply Uk tourist visa","false"
"Dear Sir/Madam,\n\nI am currently employed as a food delivery rider in Dubai. I am eager to relocate to the UK and pursue employment opportunities there. I am highly motivated and capable, and I believe my experience in the fast-paced environment of food delivery will make me a valuable asset to your team. I am committed to delivering excellent service and contributing positively to your business. Please consider this as my application for any relevant positions you may have available. Thank you for your time and consideration.\n\nSincerely,\n\n\n","false"
"I have an invitation to visit Germany..He already send the letter of obligation..isthe personal letter of invitation necessary and do I need a bank account statement since I already have a sponsor to visit? What is my chamce.for the visa aprroval? Thanks","false"
"I need visit visa to travel to Switzerland","false"
"Hi","false"
"Hi i want to get a visa","false"
"I need work permit","false"
"Visa for greece holidays","false"
"\nWilling to work in any Sector in any organization wh ere success comes through creativity, hard work, sincerity and devotion to duty. Must have to provide sound environment for work and where I will get sufficient scope for proving my talent.","false"
"Good","false"
"apply for us visa","false"
"Canada Jawar hone ki ichcha Amar Allah Janao Amar shopno tha p**** Kore ","false"
"Visa B1 I like sports","false"
"My sister has been held hostage at Dubai Airport immigration for two days ,no shower,no brushing teeth,no reason as to why she is held.\n","false"
"I registered a complaint about my passport becouse I lost my passport, today I went to the police station then officer said you should go Embassy, please help me","false"
"Could you please provide me the information about the Schengen visa especially switzerland? I\\'m traveling in May just for visit. Thanks","false"
"I need uk visa","false"
"I need visa to china by may.","false"
"Hello sir my name inderjit I\\'m from Punjab I\\'m panter","false"
"I am bike Rider now I living Dubai and My experience food delivery so I need Portugal work visa thanks","false"
"I need to apply for a Schengen visa","false"
"My aim go to Uk and start new journey and secure my future do.","false"
"Hi sir\nI\\'m job seekers in Romania can anyone assist me please","false"
"Need work permit","false"
"Schengen Visa Urgent Request . Have travelled before and have all the necessary documents readily available","false"
"I am from uzbekistan and I want to go to china to travel. How can you help me to get visa","false"
"My daughter needs an urgent business Schengen visa to Poland.","false"
"I want to know how much the cost of a visa-free lancer","false"
"Netherland","false"
"United arb imrat","false"
"sdadsad","false"
"I have Bike and Car driving license in Dubai i want to move in luxeembourg\nThank you","false"
"Мне нужна виза в японию","true"
"Request for support in obtaining a Schengen Visa for Tourism travel.","true"
"Hi i need to apply tourist visa any schenzen country.Thanks","false"
"Hello I am a UAE resident( Indian passport holder) , need to fly to Amsterdam on 29May, so would need the visa appointment by max 1st of May, can you guys helps please","false"
"Hello -- I am looking into eventually spending time in the UAE and would like to open a bank account there. I am a canadian citizen and resident. I spent time in UAE in 2008 and 2009, while completing an MBA with LBS at the DIFC campus in Dubai. How can you assist me in opening my personal bank account? Thanks! /FB.","false"
"I need appointment from portugal","false"
"I like SCHENGEN Country\\'s","false"
"Получение туристической визы США для себя и дочери. Мы оба резиденты ОАЭ","true"
"I need a job Uk country","false"
"I\\'d like to start the process of applying for a schengen visa. \n\nAfshan","false"
"Hi there! I need assistance for work visa please. Can someone reach out to me? Thank you!","false"
"may u please call me to assist in visit visa","false"
"Job","false"
"Hello, I have a question. I am from Ecuador and I live in Dubai and I am planning to go to Italy but I need a visa. My concern is how long do I have to have a valid Dubai visa to be able to apply for a visa to Italy?","false"
"Pls call me","false"
"Applying for Shengean visa to Switzerland","false"
"I need job anymore","false"
"Require tourists visa family for vacation in Switzerland","false"
"Please call me","false"
"i am looking for luxembourg visa.","false"
"على اي بنك يمكنكم فتح حساب","false"
"I have a experience 8 years","false"
"How much?","false"
"Mobile sale \nMobile repair","false"
"Turkey beautiful country I like Istanbul","false"
"Hi","false"
"I need Spain visit Visa appointment","false"
"URGENT US VISIT VISA","false"
"How much","false"
"Im interesten to do a family permit visa with my husband that have been living and working in Englant for the past 5 years . Im from Albania and working in Dubai since 2019","false"
"I need a work permit for heavy bus driviar","false"
"I am looking schengen visa for austria.","false"
"i need UK work permit visa","false"
"I want open acount in uae fare trading","false"
"Здравствуйте !\nИнтересует самая дешевая и быстрая  Шенгенская виза для россиянина , нерезидента Дубая","false"
"Good day sir/ma , I base presently in Dubai working as security CCTV operator I will like to apply for work permit in Luxembourg I sincerely need your assistance to make this dream comes through.","false"
"Hi sir/madem \nI got work permit Italy. How can I get visa from Italy embassy Abu Dhabi ?\nThank you","false"
"Hi,\nI am interested for portugal visa, can u pls check for my eligibility","false"
"i want to visit Greece, please guide me to get visa procedure and cost.","false"
"Open new account","false"
"I tried to get a VFS appointment but it didn’t work, what’s my best option te get a schengen","false"
"I would like to travel to Italy on vacation 28th May and require a Shengen Visa, please could you assist me? I know I might have to pay for priority and accept that.","false"
"Good Morning,\nI tried to call you regarding US visa but could not get you. Please call me back. \nThank you.","false"
"Bijoy","false"
"I need appointment usa c1 visa","false"
"Hi dear \n\nI hope you are doing well,sir i have to needs a work permit visa USA","false"
"Wo155654","false"
"Please. call me","false"
"Это номер моего what’s app","false"
"Job","false"
"Mantenas and Election and A/C makanice","false"
"أريد السفر للعمل بدون أي تعقيدات","false"
"I am interested submit my documents Canada sponsorship work permit visa","false"
"Call back","false"
"LOOKING FOR GERMAN VISIT VISA","false"
"My big dream","false"
"Open account","false"
"hey! how are you? how fast can you help to open schengen visa, preferably for a year ? many previous vises and UAE resident now. thanks","false"
"Would like to apply for my self , my husband and 2 sons, we are holder of UAE Gold visa","false"
"Apply for tourist visa","false"
"Visa to uk","false"
"Hello good morning sir i need to job in diesel mechanic heavy truck","false"
"I need job","false"
"I want to take work visa and soon as possible","false"
"Schengen visa","false"
"italy","false"
"I want a visa schengen for work , I have experience for logistics, Barista, waiter and commis chef","false"
"Hi I am working at UAE and willing to go at Luxwmberg on working visa, kindly let me know the procedure and cost\n","false"
"Check","false"
"I want Visa apply for Italy","false"
"I need an appointment to renew my shengen visa with the French embassy","false"
"I apply canada lottery visa 2024 and I live in Ethiopia","false"
"Visit Visa required","false"
"need to apply for USA Tourist Visa","false"
"Cleaning boy please work me","false"
"what is the best tourist attraction in portugal","false"
"i need schengen tourist visa as soon as possible and how much it\\'ll cost excuding VISA fees \n","false"
"Dear sir/mam \nWith due respect this is a Amanat ali currently working from hear United Arab Emirates as a Electricion work 8 years experience in UAE ","false"
"Good afternoon","false"
"agree","false"
"Yes","false"
"I\\'m working in Dubai I\\'m Pakistani national","false"
"UK visit visa","false"
"visa spain","false"
"I am Joynal. I am a Bangladeshi citizen but Currently I am staying in Dubai, because Bangladesh is corrupt so I am leaving the country.Jobs are not available in our country. I have passed intermediate but still no job. I love to work. I want to work and earn money to support my family.","false"
"Hi in how many days I can get Italy work permit or visit visa","false"
"I’m leaving Dubai now work \nJust sift Purtgal in job apply \nApplication","false"
"I m working as senior accountant \nIn construction company \nI have 7 year experience in UAE only \nMore then 1 year experience in Pakistan","false"
"I want go umra for 3 days my name is mahmuda sorkar some one can help me am working in Dubai one of house maids please","false"
"I need germany visit visa for tourism (shenghen )","false"
"I want UK + Europe visa for me and my wife.\nProposed date May 4 th 2024 \n","false"
"I need Schengen visa for my maid - we are going to Europe with family and need her to come with us. We don\\'t need visas, but she needs. She is from Uganda.","true"
"Visa","false"
"all good","false"
"Want to apply for Schengen visa for travel in April","false"
"В Дубае буду с 20 февраля","false"
"Am from Freetown Sierra Leone west Africa high school electrician I need a work permit United kingdom thank you sir/mamda.","false"
"I need visa\n","false"
"Zero balance account","false"
"about UK visit visa","false"
"Need to apply for Schengen business visa","false"
"Want to apply for tourist visa","false"
"Need visit","false"
"I need work visa restaurant","false"
"Looking for appointment for Portugal as i wanted to travel for a conference scheduled on 18th March","false"
"0547719411","false"
"I need vist visa","false"
"Hi I need a work","false"
"Call me any time","false"
"Здравствуйте я хотел бы приобрести фирму с нуля с поддержкой Банка ОАЭ, можно устроить","false"
"Hi! We are a family of 3 and we are planning to apply for a Schengen visa. How much will it cost for you to process it?","false"
"Applying Visa Tunisia","false"
"I need work","false"
"Hillo sir and midom my name is jamshed khan i am from pakistan live in UAE sir i am goving to amireca sir please my apply mi thinks sir","false"
"Hi","false"
"Can u call me asap","false"
"We need a Visa for our friend to stay with us for 3 months in Germany. We would sponsor her. My wife is living in Germany and she can sleep and stay in our home. Flight tickets get sponsored as well from us","false"
"تواصل معي من فضلك","false"
"Здравствуйте. Необходима виза в Китай единоразовая, гражданин России, но паспорт Английский (второе гражданство Англии). Оформление в Дубаи. Что для этого нужно?","true"
"\n","false"
"I want to travel to USA ","false"
"need to travel to Portugal on 6th May for 5 days","false"
"Do you do visas by post, I may need an Afghan visa","false"
"FARUQUE","false"
"I\\'m interested plz help me my work experience 14 yours UAE pintar plmbar elitecions light drive and vegetables fruit work","false"
"Hi \nI am currently working in UAE holding Pakistani passport would like to move Schengen for work purpose. Hoping a better response.","false"
"Need to apply UK visa for my self","false"
"Pr","false"
"I need visa and job","false"
"Truck driver Abu Dhabi work permit","false"
"I want to move to usa for work currently I\\'m in Dubai Working as a security officer","false"
"I need work Visa","false"
"Visa appointment","false"
"I need Visa rasha","false"
"I want to visit Europe on my Summer holidays.","false"
"Need Schengen visa to Germany \nI am holding Omani passport and holding Emirates ID\nPlanning to travel in June\nWhat is the process and documents required","false"
"need a visa to France","false"
"I need a us visa","false"
"i want an appointment for spain visit visa","false"
"Interested in golden visa specialist,masters degree, salary 86400. ","false"
"I am Saudi living in DUBAI, applying for schengen","false"
"please advise on the cost to secure an ppoitment","false"
"News Uk visa","false"
"أرغب بالحصول فيزا سياحيه لاسبانيا ثلاثه اشهر","false"
"I have bank balance certificate only","false"
"i am already registered for an appointment in poland embassy abu dhabi but embassy is not giving me a date. Is there anything you could..!","true"
"I need to apply for a visit visa for family","false"
"hello, i need help with visa please, is it possible to talk to tell you the details? thank you","true"
"I want to move uk As an Aircraft technician Need guidance","false"
"I need Finland work permit visa with Job","false"
"Intrested for Purtgal","false"
"visa information","false"
"Looking for a Schengen visa to visit my cousins in Belgium and Holland.","false"
"Just want to go Europe for tourism purpose.","false"
"I looking a job construction supervisor with driver I have 12 years experience in ","false"
"Plumber job","false"
"Hi sir I am interested visa for UK \nthis country has very great so my hobi and my dream i vizt UK \nthanks sir","false"
"I want to go Europe country anyone’s","false"
"I have iEFP letter i want to apply for Portugal job seeker visa","false"
"visa@globalvisacorp.com","false"
"About Visa","false"
"i would like to open a bank account in UAE as a non resident, what are the requirements","false"
"Am a science student...study biochemistry and cna practioner","false"
"America viza apply","false"
"I want to travel to Holland and Germany","false"
"Apply for USA B1/B2","false"
"558923880","false"
"I am from Pakistan now am working in Dubai UAE last 5 years same company ship chandler now am find job in Hungary please give me chance to work your country. Am really hard working man i don\\'t have any single complain in my company.\n\nBest regards. Zia Rasheed\n","false"
"Vivo en dubai y quería saber si existe la posibilidad de sacar la visa para Europa","false"
"Need work permit","false"
"Открыть бизнес в ОАЭ","false"
"This nomber for my frind i not sim card","false"
"Hi how are you I need visa uk","false"
"I wanted to check if i can still travel i had a residency visa , but i have been out of Dubai for 6 months","false"
"Visit Visa you can call me","false"
"I want freelance visa","false"
"i need a argent call from you","false"
"Need to apply Hajj 2024 visa","false"
"Visa residency","false"
"I would like to apply for 6 month tourist visa to France with multiple entries. I’ve been in Europe once only however been travelling to other countries as well. Please let me know the possibilities to get the visa. \n","false"
"I want to get a Schengen visa going to italy on june, is it possible?","false"
"Employee visa","false"
"Looking forward to apply US visit visa","false"
"I need work","false"
"Need to apply for Spain visa for tourist purpose","false"
"i want to go schengen i need a work permit","false"
"Visa for Poland","false"
"Want to get to Canada for working in the same profession I am in right now","false"
"I want to apply for US tourist visa…","false"
"Could you let me know the requirements for us student visa and passport validity presently is until Dec 2025","false"
"Hotal","false"
"i am a partner in my jewellery company and would like to apply for US VISA FOR ME AND MY FAMILY","false"
"Need a working permit to Canada","false"
"I want to go usa","false"
"Need Schengen Visa to travel to Barcelona, Spain\n","false"
"بلال","false"
"Test","false"
"Need schengen visa","false"
"Необходима консультация по визе в ОАЭ","false"
"Canada","false"
"Schengen visa for getmany","false"
"Hello. I need to apply for Schengen visa. Could you please help? Thanks!","false"
"I am job foot packaging","false"
"I need to get a UK visit Visa for myself , please assist","false"
"Karen \n","false"
"We need a Schengen Visa before Sept 16, 2024 for family of 3. We have a conference to attend in Portugal.","false"
"I plan to travel in Mid Oct 24 for a 3 week journey to Swiss, Belgium &amp; Netherlands","false"
"Visa assistance","false"
"I am heavy truck driver","false"
"Hi I am planning to visit Newyork ASAP as my aunt has 4th stage cancer. Is there any possibility to get US visa appointment earliest possible. It\\'s my first time application for US visa. Pls let me know the possibility of earliest visa appointment for visit visa.\nThanks","false"
"How can I be able to get a schengen work permit visa in Luxembourg??","false"
"I am qualified as B-Com and LLB and having Valid UAE Driving License.","false"
"Driving","false"
"I need Europe work permit visa as my work experience in Dubai","false"
"I need just as a visit am a invester in Dubai","true"
"I want to apply for visa to Greece. When is the closest appointment?","false"
"What is the fee for the application for a tourist visa and how much is the fee for your services","true"
"Hi \nI\\'m Abrar Hussain trailer driver in UAE Dubai \n","false"
"how much for cameroonian freelance visa","false"
"123","false"
"Hello , Do you have a persian speaking guide?","false"
"how i get work permit in us can you help bcs i dont have any idea i dont have any bank account here \n","false"
"I am bicycle mechanic","false"
"i want to work in europe","false"
"Looking U.S B1/B2 Visa","false"
"Singapore","false"
"How can I get work visa to Japan","false"
"Looking for US toursit visa","false"
"I am interested","false"
"I want to apply for schengen country. I an in dubai and working as an security guard here. Any possi lities?","false"
".","false"
"Need to apply for tourist visa to Russia. Egyptian nationality","false"
"Applying visit visa","false"
"Мне нужна виза Китай турист","false"
"Hi I want to know how long will it take for me to get my Schengen visa because I have gotten it before plus I have travelled to USA and uk as well I have 10 years visa for USA still so I want to know will it make me getting my Schengen visa easier and how much will the whole process cost","false"
"USA tourist visa","false"
"I am a jobless","false"
"I want to australia visa for working","false"
"I like to go Australia but I don\\'t know how to process applying for the chef visa can you told me about that Australia visa processing ? please I need to your help.\n\nThank you \n best regards\nPrem Bahadur bk","false"
" Интересует как оформить спортивную лицензию для участия в Айронмен в Италии.","false"
"Виза в США туристическая","false"
"الحصول على فيزا شينغن","false"
"I would like to apply for a tourist visa to the US","false"
"I am looking to get transit visa for UK","false"
"I want go to visit Japan I\\' have my own office in Dubai and also treating licence","false"
"USA visa apply","false"
"hi i want to inquire about japan for 60 days and with all inculcated package to stay for tourist visa and if i want to have work permit also","false"
"Hi I would like to apply for China tourist visa for myself and my husband. Travel in Dec. what is the cost for your China visa services please","false"
" i need to make an appointment with Poland Consulate for our HR Manager Indian nationality his travelling on 17 November is possible to arrange if so please call on my mobile","false"
"Truest visa","false"
"I have event on November and I want to apply for visa","false"
"How to apply for china visa \nIm from tunisia working and resident here but my wife doesn’t work yet but resident here also","false"
"I need visa","false"
"I need to know the process and the fees to apply for a Schengen visa.","false"
"H I need appointment in New Delhi India","false"
"Hello, i need US visa (am Uzbekistan citizen and UAE resident) i need VIP service, because am going to visit the country in November","false"
"test","false"
"Good Morning Team, \n\nI am looking for 10 years USA Visa for Visit / Travel. Can you please guide me? \n\nThanks","false"
"I want to travel to Rotterdam in 10 days","false"
"Please call me","false"
"Hello - please help - urgently need spain visa - my one expired!","true"
"Looking for visit visa","false"
"Work visa","false"
"Tourist schengen visa","false"
"I need urgent transit visa to UK","false"
"i need Schengen Visa","false"
"Traveling as Tourist","false"
"123123123","false"
"Good job","false"
"Njanum pangaliyakum","false"
"Need an appointment for a tourist visa to portugal.","false"
"I need the appointment for Germany visa","false"
"\n you","false"
"Regarding uk work permit and uk visit visa","false"
"لوسمحت عاوز فيزا فرنسا سياحه","false"
"03198006990","false"
"Looking for Sponsorship job visa","false"
"muhammedshahalam506@gmail.com","false"
"Contact please","false"
"I am interested in knowing the prices for the Schengen Visa application.","false"
"Schengen visa application","false"
"I am interested to study in USA. will you please guide me on that","false"
"Pls consider to contact inbetween 6-7 pm","false"
"please i will like to applied for England visa","false"
"Test form","false"
"Связь по вот сап сообщениями","false"
"Dream USA visa","false"
"Work permit","false"
"سائق شاحنه","false"
"I have light license u a e","false"
"We need to apply for Schengen Visa at the earliest","false"
"My dream ","false"
"Mangal,hasda,drvies","false"
"H","false"
"Tourist visa","false"
"Good jobs.","false"
"Looking to travel to Portugal so I need assistance in securing an appointment","false"
"Hello team, I came across your Website, when searching on Google and noticed that you do not show in the organic listings. Our main focus will be to help generate more conversion &amp; online views. We can place your website on Google\\'s 1st page. We will improve your website’s position on Google and received more leads and views.  If interested, kindly share with me your contact number with suitable time to talk. Your sincerely, lucy\\&quot;","false"
"Please contact need to know the process","false"
"I need visa to China ","false"
"یک کار خوب برایم درست میشه","false"
"I\\'m a horse groom in Dubai and I want to move UK.I want to work there.I want to work permit for work there.","false"
"Hey, I want all the information and process about schengen visa &amp; i want to apply for it","false"
"iwant to study and business in america","false"
"Roshanlal","false"
"I need an urgent travel visa for Italy for a short business trip - can you help please?","true"
"i need  3 shengan visa for  90 days\nto visit czech for my son admission .my son will stay there for his course study and me and my wife will come back after 15 days","false"
"test","false"
"Hello I Am Tayyab i am apply for schengen visa can you suggest me best option\n","false"
"Hello looking for a business visa for Italy","false"
"Work visa","false"
"i need visit vise","false"
"Hi i,m Rahen, l live in Dubai.","false"
"Enquiry for Schengen Visa","true"
"Hi - I want to travel in Nov/Dec. May I know if I can get my US visa?","false"
"I want queries","false"
"Hi there i\\'m adam. Dear am looking a poland visa sire. How to get it?","false"
"I would like a uk tourist visa ASAP","false"
"How much is the Uk visitors visa","false"
"I would like to apply for a Portugal tourist visa. I want to travel to Lisbon.","false"
"Comment","false"
"I WANT TO APPLY US VISA","false"
"Hello Team, I\\'d like to apply for a Schenghen visa after 10th November to travel a month later. Can you help?\n\n\n","false"
"I need work permit","false"
"Hello I need visa work I have 5 years work to uae","false"
"Looking for a Schengen visa for Germany to travel in first week of December","false"
"I will love to work and live in the uk","false"
"Schedule Error","false"
"Bike rider","false"
"US VISA","false"
"WA/or please ring after 12pm and before 3pm\n\n(Interested in shengen &amp; UK visa)","false"
"Visa application 462","false"
"Hello I am from Kathmandu Nepal, can you please provide me the uk or USA urgent visa for tourist. If any possible work permit too","false"
"Kindly","false"
"00971502884010","false"
"I want Greece tourist visa","false"
"I need work permit","false"
"I need a tourist visa","false"
"test","false"
"Need appointment for Japan visa","false"
"WhatsApp","false"
"I need work visa any work helper , store keper,","false"
"required China tourist visa","false"
"Contact me","false"
"AC cooling system All cooling system repair and driving licence UAE","false"
"Malta","false"
"I need to work in italy","false"
"I am planning to travel to Guangzhou, China to attend my company meeting in November. Need to apply for visa","false"
"Looking for work visa for japan","false"
"I need a schengen visa to spain, my date of travel is 20th of October","false"
"Напишите.","false"
"Planning to visit US for 15 days vacation. Applied online and received an appointment date 13th February 2025","true"
"Khan it\\'s love","false"
"Job","false"
"I need to apply for tourist visa for me and my family.","false"
"необходима виза в китай","false"
"Need information","false"
"im truck driver for dubai \nim from pakistan","false"
"Looking forward to apply for a schengen visa for Austria or Czechia.","false"
"Auto electrician and car ac. Dubai experience 3year. GSE airport experience 1year","false"
"Hello good afternoon sir/ma how ar you doing hope you ar all doing good.pls I need assistance in providing my documents for applying for Japan e-visa","false"
"I want to visit china","false"
"Hello, I am looking for obtaining a visit visa to the UK","false"
"Добрый день, нужна туристическая виза в японию","false"
"Hello I would like to apply visa for Italy","false"
"Hi","false"
"Canada, Calgary","false"
"Will we go there to work or just hang out","false"
"How close are the interview appointment?","false"
"Call me","false"
"I am going to Japan is working","false"
"Need","false"
"I need work","false"
"BUSINESS","false"
"I need Schengen visa urgently.","false"
"Добрый день! Нужен Шенген. Сколько времени у вас занимает получение визы?\n","false"
"\nHello there,\nI am looking to urgently obtain US f-1 visa. Its OPT and I ll need to get to US asap to continue my OPT.\nI am Dubai resident, russian national. How soon I can get appointment in dubai this way? It says waiting time is 14 day, but I wonder what is it really like? \nPlease advise.\nThank you! \nMy whatsapp is +14243093963","false"
"123123123","false"
"I need tourist visa","false"
"test","false"
"I \\'m interested in this opportunities and I believe myself to develop my professional skills and success my career goal.","false"
"Work visa","false"
"Hi","false"
"hi","false"
"shenghen visa","false"
"Добрый день,\n\nмне нужно получить визу в Грецию, документы есть. Можете помочь?","false"
"It\\'s Hamza rahim leaves Dubai have two year visa","false"
"Hello, I am Dil agha from Afghanistan. Can I apply?","false"
"I want to go cyprus how to go cyprus","false"
"Hi I\\'m car Driver I need job in canada","false"
"Bike ride viza","false"
"Need to apply for USA visa","false"
"visa","false"
"Can I get an appointment soon as I plan to travel 8/20?","false"
"Please I work visa and sponsorship thanks","false"
"need schengen visa\n","false"
"I am interested to travel Europe in October-24","false"
"I am plumber 3years experience dubai and pipe fitter 3years experience dubai job vacancy have","false"
"test","false"
"Want to visit","false"
"I want apply esol visa","false"
"Hello, I will ask if it is possible for a person with a tourist visa to go to the Chinese embassy in Dubai to obtain a work visa.","false"
"appliying for usa visa as tourist","false"
"I am Pakistani National \nI have residency as a partner in Dubai\nI want visit visa of Russia and Japan\nPlease send me required detail with cost \nThanks","false"
"I need a work permit visa","false"
"Need Schengen VISA","false"
"Hello! I Need Shengen VISA preferably Hungary. Thanks!","false"
"?","false"
"I want to visit USA for traveling","false"
"كم المبلغ المطلوب في كشف حساب البنك","false"
"Hi","false"
"I need work permit","false"
"schengen visa renewal of 5 years process.\nlebanon nationlity","false"
"Can i get visit visa","false"
"Tourist US Visa","false"
"Hi! This is Hasam Akram, basically im from Pakistan, but living here in UAE, working as a sales supervisor, I need the work visa for schengen, because I want to explore the world and want to serve the other countries with my skills, it will be very pleasant for me to work and to grow up in your country.","false"
"Regarding schengen visa for next year","false"
"I need the money","false"
"hi，dear，i need USA visa for travel very soon，can you help me on this？","false"
"Nizam Abdul sattar","false"
"I NEED SCHENGEN TOURIST VISA","false"
"Need urgent processing of Schengen visa to Greece for family.","false"
"I need schengen visa for tour purpose","false"
"i need help for getting an appointment in france embassy","false"
"Учебная виза в Великобританию","false"
